OBJECTID *,Shape *,admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area
456,Polygon,Kwande,NG007011,Kwande,<Null>,<Null>,Benue North East,NG00701,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,2.207702,0.19236
457,Polygon,Kware,NG034011,Kware,<Null>,<Null>,Sokoto North,NG03402,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.337674,0.049674
458,Polygon,Kwaya Kusar,NG008018,Kwaya Kusar,<Null>,<Null>,Borno South,NG00803,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,1.119672,0.061709
459,Polygon,Lafia,NG026008,Lafia,<Null>,<Null>,Nassarawa South,NG02601,Nasarawa,NG026,Nigeria,NG,11/29/16,4/17/19,<Null>,3.272937,0.218312
460,Polygon,Lagelu,NG031020,Lagelu,<Null>,<Null>,Oyo Central,NG03101,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,0.879674,0.022349
461,Polygon,Lagos Island,NG025014,Lagos Island,<Null>,<Null>,Lagos Central,NG02502,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,0.104108,0.000703
462,Polygon,Lagos Mainland,NG025015,Lagos Mainland,<Null>,<Null>,Lagos Central,NG02502,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,0.197079,0.001921
463,Polygon,Lamurde,NG002009,Lamurde,<Null>,<Null>,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.420854,0.091071
464,Polygon,Langtang North,NG032009,Langtang North,<Null>,<Null>,Plateau South,NG03203,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,1.449416,0.064352
465,Polygon,Langtang South,NG032010,Langtang South,<Null>,<Null>,Plateau South,NG03203,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,1.445969,0.098476
466,Polygon,Lapai,NG027012,Lapai,<Null>,<Null>,Niger South,NG02703,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,3.398111,0.249008
467,Polygon,Lau,NG035010,Lau,<Null>,<Null>,Taraba North,NG03502,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,1.679128,0.136327
468,Polygon,Lavun,NG027013,Lavun,<Null>,<Null>,Niger South,NG02703,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,2.135031,0.213168
469,Polygon,Lere,NG019017,Lere,<Null>,<Null>,Kaduna North,NG01902,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,2.57068,0.18997
470,Polygon,Logo,NG007012,Logo,<Null>,<Null>,Benue North East,NG00701,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,1.694668,0.133225
471,Polygon,Lokoja,NG023012,Lokoja,<Null>,<Null>,Kogi West,NG02303,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,3.51907,0.262714
472,Polygon,Machina,NG036011,Machina,<Null>,<Null>,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,1.779161,0.106662
473,Polygon,Madagali,NG002010,Madagali,<Null>,<Null>,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.190357,0.068676
474,Polygon,Madobi,NG020028,Madobi,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.766208,0.021395
475,Polygon,Mafa,NG008019,Mafa,<Null>,<Null>,Borno Central,NG00801,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,2.460498,0.23687
476,Polygon,Magama,NG027014,Magama,<Null>,<Null>,Niger North,NG02702,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,3.514294,0.334867
477,Polygon,Magumeri,NG008020,Magumeri,<Null>,<Null>,Borno North,NG00802,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,3.011609,0.392771
478,Polygon,Mai'adua,NG021024,Maiadua,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.122405,0.05164
479,Polygon,Maiduguri,NG008021,Maiduguri,<Null>,<Null>,Borno Central,NG00801,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,0.519518,0.011603
480,Polygon,Maigatari,NG018020,Maigatari,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.342874,0.080277
481,Polygon,Maiha,NG002011,Maiha,<Null>,<Null>,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.754502,0.111811
482,Polygon,Maiyama,NG022014,Maiyama,<Null>,<Null>,Kebbi Central,NG02201,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,2.095438,0.110726
483,Polygon,Makoda,NG020029,Makoda,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.425186,0.033408
484,Polygon,Makurdi,NG007013,Makurdi,<Null>,<Null>,Benue North West,NG00702,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,0.99094,0.066572
485,Polygon,Malam Madori,NG018021,Malam Madori,<Null>,<Null>,Jigawa North-East,NG01801,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.527715,0.067091
486,Polygon,Malumfashi,NG021025,Malumfashi,<Null>,<Null>,Katsina South,NG02103,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.513209,0.066867
487,Polygon,Mangu,NG032011,Mangu,<Null>,<Null>,Plateau Central,NG03201,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,2.118042,0.132506
488,Polygon,Mani,NG021026,Mani,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.452342,0.055855
489,Polygon,Maradun,NG037009,Maradun,<Null>,<Null>,Zamfara West,NG03703,Zamfara,NG037,Nigeria,NG,11/29/16,4/17/19,<Null>,2.421254,0.229229
490,Polygon,Mariga,NG027015,Mariga,<Null>,<Null>,Niger North,NG02702,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,3.574326,0.47689
491,Polygon,Markafi,NG019018,Markafi,<Null>,<Null>,Kaduna North,NG01902,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,1.05158,0.047387
492,Polygon,Marte,NG008022,Marte,<Null>,<Null>,Borno North,NG00802,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,2.272926,0.245922
493,Polygon,Maru,NG037010,Maru,<Null>,<Null>,Zamfara Central,NG03701,Zamfara,NG037,Nigeria,NG,11/29/16,4/17/19,<Null>,5.089444,0.597959
494,Polygon,Mashegu,NG027016,Mashegu,<Null>,<Null>,Niger North,NG02702,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,4.498605,0.766634
495,Polygon,Mashi,NG021027,Mashi,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.453791,0.078225
496,Polygon,Matazu,NG021028,Matazu,<Null>,<Null>,Katsina South,NG02103,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,0.961701,0.044845
497,Polygon,Mayo-Belwa,NG002012,Mayo-Belwa,<Null>,<Null>,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,2.728931,0.173412
498,Polygon,Mbaitoli,NG017011,Mbaitoli,<Null>,<Null>,Imo East,NG01701,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.600581,0.016323
499,Polygon,Mbo,NG003017,Mbo,<Null>,<Null>,Akwa Ibom South,NG00303,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,1.933198,0.01968
500,Polygon,Michika,NG002013,Michika,<Null>,<Null>,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.113935,0.066966
501,Polygon,Miga,NG018022,Miga,<Null>,<Null>,Jigawa South-West,NG01803,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.012385,0.047278
